114,0
130,0
5,0
43,0
146,0
120,0
124,0
100,0
4,0
128,0
91,0
30,0
146,0
35,0
74,0
3,0
110,0
134,0
137,0
136,0
42,0
142,0
1,0
122,0
5,0
108,0
102,0
111,0
77,0
89,0
49,0
42,0
90,0
101,0
47,0
129,0
115,0
76,0
64,0
145,0
45,0
71,0
24,0
83,0
123,0
129,0
74,0
13,0
139,0
13,0
49,0
114,0
30,0
137,0
148,0
150,0
134,0
29,0
16,0
127,0
149,0
90,0
42,0
49,0
111,0
122,0
50,0
53,0
142,0
16,0
83,0
68,0
62,0
87,0
148,0
71,0
25,0
76,0
60,0
107,0
128,0
42,0
151,0
31,0
129,0
58,0
7,0
149,0
7,0
88,0
100,0
22,0
142,0
140,0
52,0
143,0
25,0
87,0
30,0
32,0
36,0
94,0
65,0
56,0
19,0
128,0
142,0
48,0
137,0
5,0
7,0
9,0
7,0
118,0
99,0
143,0
30,0
145,0
86,0
31,0
113,0
92,0
36,0
61,0
150,0
12,0
126,0
67,0
36,0
45,0
87,0
124,0
100,0
113,0
5,0
130,0
28,0
144,0
119,0
64,0
75,0
1,0
36,0
66,0
55,0
13,0
128,0
14,0
56,0
140,0
3,0
104,0
4,0
89,0
21,0
143,0
69,0
95,0
80,0
59,0
90,0
146,0
27,0
42,0
29,0
120,0
20,0
7,0
14,0
30,0
5,0
82,0
28,0
103,0
52,0
32,0
0,0
104,0
40,0
113,0
124,0
94,0
64,0
87,0
69,0
7,0
96,0
144,0
26,0
150,0
85,0
118,0
82,0
127,0
150,0
108,0
89,0
61,0
109,0
68,0
39,0
95,0
0,0
22,0
56,0
41,0
143,0
142,0
22,0
54,0
23,0
60,0
50,0
8,0
84,0
8,0
102,0
29,0
68,0
109,0
8,0
67,0
101,0
1,0
93,0
27,0
88,0
120,0
30,0
69,0
32,0
78,0
25,0
101,0
122,0
141,0
105,0
24,0
47,0
89,0
142,0
7,0
34,0
104,0
107,0
43,0
109,0
140,0
79,0
128,0
19,0
142,0
81,0
45,0
12,0
102,0
14,0
33,0
56,0
77,0
1,0
48,0
65,0
42,0
151,0
38,0
19,0
144,0
43,0
126,0
116,0
113,0
31,0
141,0
15,0
146,0
136,0
10,0
8,0
114,0
50,0
154,0
46,0
126,0
10,0
110,0
14,0
29,0
21,0
76,0
22,0
43,0
41,0
150,0
101,0
150,0
134,0
0,0
151,0
138,0
115,0
97,0
75,0
72,0
65,0
96,0
49,0
101,0
81,0
67,0
33,0
101,0
21,0
85,0
55,0
2,0
81,0
125,0
83,0
67,0
37,0
54,0
133,0
54,0
88,0
28,0
17,0
123,0
62,0
88,0
104,0
95,0
72,0
108,0
14,0
88,0
42,0
84,0
94,0
84,0
23,0
30,0
77,0
79,0
36,0
110,0
151,0
61,0
127,0
145,0
66,0
19,0
112,0
41,0
117,0
7,0
61,0
122,0
110,0
27,0
30,0
101,0
18,0
6,0
138,0
8,0
49,0
122,0
2,0
36,0
62,0
5,0
59,0
96,0
15,0
130,0
71,0
31,0
23,0
147,0
49,0
13,0
117,0
127,0
32,0
97,0
124,0
34,0
28,0
57,0
57,0
84,0
111,0
84,0
97,0
129,0
141,0
144,0
75,0
30,0
72,0
136,0
19,0
58,0
16,0
124,0
127,0
86,0
0,0
122,0
130,0
22,0
142,0
25,0
46,0
47,0
29,0
33,0
130,0
142,0
68,0
87,0
11,0
123,0
45,0
142,0
136,0
12,0
96,0
39,0
3,0
69,0
154,0
102,0
99,0
145,0
34,0
70,0
13,0
36,0
15,0
10,0
45,0
56,0
81,0
97,0
128,0
130,0
124,0
137,0
69,0
8,0
7,0
140,0
54,0
21,0
41,0
80,0
124,0
124,0
137,0
123,0
2,0
15,0
144,0
8,0
17,0
32,0
61,0
30,0
133,0
8,0
109,0
97,0
57,0
123,0
119,0
6,0
47,0
38,0
110,0
1,0
33,0
30,0
124,0
126,0
63,0
3,0
97,0
4,0
48,0
5,0
37,0
16,0
139,0
74,0
150,0
128,0
73,0
58,0
109,0
122,0
46,0
23,0
145,0
97,0
21,0
4,0
142,0
46,0
142,0
140,0
16,0
11,0
113,0
18,0
95,0
129,0
72,0
111,0
115,0
51,0
36,0
53,0
45,0
133,0
108,0
19,0
31,0
61,0
102,0
32,0
44,0
36,0
63,0
15,0
154,0
3,0
6,0
19,0
103,0
123,0
127,0
71,0
130,0
75,0
13,0
119,0
5,0
147,0
142,0
40,0
110,0
20,0
105,0
96,0
46,0
80,0
62,0
62,0
20,0
83,0
3,0
108,0
143,0
109,0
4,0
74,0
31,0
25,0
74,0
82,0
2,0
150,0
134,0
30,0
33,0
52,0
49,0
8,0
46,0
35,0
138,0
30,0
97,0
56,0
75,0
139,0
123,0
123,0
144,0
107,0
128,0
76,0
76,0
128,0
126,0
16,0
49,0
59,0
11,0
59,0
129,0
1,0
46,0
50,0
121,0
99,0
117,0
126,0
72,0
50,0
49,0
23,0
9,0
25,0
46,0
137,0
28,0
149,0
35,0
113,0
10,0
129,0
42,0
99,0
93,0
50,0
96,0
59,0
53,0
57,0
127,0
57,0
137,0
109,0
121,0
78,0
2,0
1,0
128,0
142,0
128,0
77,0
124,0
79,0
45,0
2,0
122,0
121,0
115,0
70,0
102,0
7,0
31,0
124,0
79,0
111,0
81,0
63,0
42,0
142,0
50,0
50,0
115,0
122,0
141,0
125,0
139,0
19,0
44,0
129,0
66,0
97,0
37,0
142,0
151,0
120,0
105,0
10,0
113,0
112,0
7,0
53,0
39,0
29,0
151,0
46,0
43,0
130,0
19,0
122,0
2,0
111,0
38,0
43,0
148,0
106,0
123,0
143,0
142,0
54,0
35,0
54,0
79,0
130,0
142,0
8,0
6,0
6,0
0,0
77,0
32,0
14,0
127,0
136,0
120,0
9,0
52,0
14,0
62,0
100,0
106,0
59,0
20,0
127,0
149,0
145,0
47,0
0,0
129,0
30,0
22,0
8,0
69,0
136,0
32,0
128,0
71,0
144,0
2,0
42,0
95,0
137,0
64,0
12,0
115,0
125,0
30,0
28,0
9,0
104,0
128,0
129,0
73,0
93,0
130,0
121,0
19,0
83,0
32,0
123,0
74,0
18,0
29,0
20,0
64,0
13,0
141,0
97,0
24,0
47,0
19,0
142,0
135,0
65,0
98,0
113,0
116,0
15,0
53,0
96,0
7,0
67,0
33,0
133,0
34,0
91,0
0,0
19,0
37,0
100,0
64,0
142,0
29,0
120,0
32,0
49,0
47,0
139,0
143,0
32,0
109,0
57,0
6,0
86,0
4,0
104,0
110,0
49,0
110,0
105,0
1,0
142,0
112,0
76,0
50,0
92,0
151,0
30,0
8,0
124,0
58,0
137,0
89,0
134,0
21,0
29,0
25,0
30,0
123,0
135,0
148,0
128,0
106,0
127,0
100,0
25,0
8,0
10,0
87,0
30,0
38,0
80,0
97,0
74,0
6,0
136,0
31,0
33,0
16,0
46,0
146,0
32,0
111,0
22,0
99,0
143,0
127,0
23,0
